determined_at,type,special_key,meta_key,target.target_id,masked_key,gid,target.target_type,shift_key,control_key
29216,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,382.0,32848205,text,True,
29304,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,648.0,32848205,text,True,
30440,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,382.0,32848205,text,,
30456,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,104.0,32848205,text,,
30536,KEY_DOWN,Shift,,6b323121-eadf-45a6-afc1-76659ec93078,,32848205,text,True,
30544,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,382.0,32848205,text,True,
31352,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,1138.0,32848205,text,True,
31416,KEY_UP,Shift,,6b323121-eadf-45a6-afc1-76659ec93078,,32848205,text,,
31424,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,86.0,32848205,text,,
31568,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,7713.0,32848205,text,,
31648,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,7713.0,32848205,text,,
31760,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,439.0,32848205,text,,
31824,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,439.0,32848205,text,,
31896,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,439.0,32848205,text,,
32008,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,439.0,32848205,text,,
32056,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,7682.0,32848205,text,,
32160,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,7682.0,32848205,text,,
32352,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,120.0,32848205,text,,
32456,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,120.0,32848205,text,,
32584,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,1061.0,32848205,text,,
32664,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,1061.0,32848205,text,,
32792,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,7713.0,32848205,text,,
32872,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,7713.0,32848205,text,,
33688,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,104.0,32848205,text,,
33808,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,382.0,32848205,text,,
33824,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,104.0,32848205,text,,
33920,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,382.0,32848205,text,,
35232,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,485.0,32848205,text,,
35288,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,485.0,32848205,text,,
36904,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,647.0,32848205,text,,
36992,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,647.0,32848205,text,,
37128,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,522.0,32848205,text,,
37216,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,522.0,32848205,text,,
35560,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,119.0,32848205,text,,
35648,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,119.0,32848205,text,,
37384,KEY_DOWN,,,6b323121-eadf-45a6-afc1-76659ec93078,76.0,32848205,text,,
37480,KEY_UP,,,6b323121-eadf-45a6-afc1-76659ec93078,76.0,32848205,text,,
37808,KEY_DOWN,Tab,,6b323121-eadf-45a6-afc1-76659ec93078,,32848205,text,,
37928,KEY_UP,Tab,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
40024,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,119.0,32848205,email,,
40104,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,119.0,32848205,email,,
40152,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
40224,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
40312,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
40392,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
40544,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
40608,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
40624,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
40728,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,366.0,32848205,email,,
40768,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
40800,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,366.0,32848205,email,,
40952,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,115.0,32848205,email,,
41088,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,115.0,32848205,email,,
41240,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7776.0,32848205,email,,
41352,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7776.0,32848205,email,,
41648,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,249.0,32848205,email,,
41736,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,249.0,32848205,email,,
41832,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,366.0,32848205,email,,
41920,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,366.0,32848205,email,,
41936,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
42040,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
42192,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
42312,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
42384,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
42472,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
42768,KEY_DOWN,Backspace,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
42816,KEY_UP,Backspace,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
42904,KEY_DOWN,Backspace,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
42976,KEY_UP,Backspace,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
43184,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,679.0,32848205,email,,
43288,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,679.0,32848205,email,,
43304,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
43384,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,1094.0,32848205,email,,
43464,KEY_DOWN,Shift,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,True,
43552,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,110.0,32848205,email,True,
43640,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,110.0,32848205,email,True,
43672,KEY_UP,Shift,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
44016,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
44096,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
44200,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,687.0,32848205,email,,
44272,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,687.0,32848205,email,,
44312,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
44432,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,90.0,32848205,email,,
44448,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7898.0,32848205,email,,
44520,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7898.0,32848205,email,,
44632,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7828.0,32848205,email,,
44696,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7828.0,32848205,email,,
44808,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,119.0,32848205,email,,
44904,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,119.0,32848205,email,,
44936,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
45016,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,106.0,32848205,email,,
45072,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7776.0,32848205,email,,
45168,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7776.0,32848205,email,,
45216,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7861.0,32848205,email,,
45320,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7861.0,32848205,email,,
45368,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
45432,KEY_DOWN,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7898.0,32848205,email,,
45488,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,102.0,32848205,email,,
45568,KEY_UP,,,efd1fa02-262f-483f-a087-1ec8710d66ab,7898.0,32848205,email,,
45616,KEY_DOWN,Tab,,efd1fa02-262f-483f-a087-1ec8710d66ab,,32848205,email,,
45720,KEY_UP,Tab,,d73ea13b-2bad-4b68-9362-9b526bf75311,,32848205,password,,
46464,KEY_DOWN,Shift,,d73ea13b-2bad-4b68-9362-9b526bf75311,,32848205,password,True,
46600,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,7861.0,32848205,password,True,
46688,KEY_UP,Shift,,d73ea13b-2bad-4b68-9362-9b526bf75311,,32848205,password,,
46720,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,1072.0,32848205,password,,
46816,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,101.0,32848205,password,,
46888,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,101.0,32848205,password,,
47024,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,297.0,32848205,password,,
47088,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,297.0,32848205,password,,
47168,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,297.0,32848205,password,,
47232,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,297.0,32848205,password,,
47312,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,1102.0,32848205,password,,
47392,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,73.0,32848205,password,,
47440,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,1102.0,32848205,password,,
47496,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,73.0,32848205,password,,
47696,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,1030.0,32848205,password,,
47792,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,316.0,32848205,password,,
47848,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,1030.0,32848205,password,,
47952,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,316.0,32848205,password,,
47976,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,7883.0,32848205,password,,
48088,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,7883.0,32848205,password,,
48216,KEY_DOWN,Shift,,d73ea13b-2bad-4b68-9362-9b526bf75311,,32848205,password,True,
48384,KEY_DOWN,,,d73ea13b-2bad-4b68-9362-9b526bf75311,87.0,32848205,password,True,
48488,KEY_UP,,,d73ea13b-2bad-4b68-9362-9b526bf75311,87.0,32848205,password,True,
48536,KEY_UP,Shift,,d73ea13b-2bad-4b68-9362-9b526bf75311,,32848205,password,,
70336,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,7766.0,32848205,text,,
70408,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,7766.0,32848205,text,,
70536,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,302.0,32848205,text,,
70616,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,302.0,32848205,text,,
71160,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,85.0,32848205,text,,
71264,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,85.0,32848205,text,,
71560,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,100.0,32848205,text,,
71688,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,100.0,32848205,text,,
72088,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,7766.0,32848205,text,,
72200,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,7766.0,32848205,text,,
72360,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,654.0,32848205,text,,
72448,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,654.0,32848205,text,,
72704,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
73968,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,510.0,32848205,text,,
74048,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,510.0,32848205,text,,
74200,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,510.0,32848205,text,,
74312,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,510.0,32848205,text,,
72792,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
72912,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
72992,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
73160,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
73248,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,321.0,32848205,text,,
73576,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,302.0,32848205,text,,
73664,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,302.0,32848205,text,,
74888,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,1014.0,32848205,text,,
74992,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,1014.0,32848205,text,,
75240,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,100.0,32848205,text,,
75368,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,100.0,32848205,text,,
75512,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,109.0,32848205,text,,
75608,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,109.0,32848205,text,,
75880,KEY_DOWN,Tab,,2333f01a-315c-4b47-9692-b23eb27a9961,,32848205,text,,
75976,KEY_UP,Tab,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,,32848205,text,,
77224,KEY_DOWN,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,1152.0,32848205,text,,
77352,KEY_DOWN,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,7735.0,32848205,text,,
77408,KEY_UP,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,1152.0,32848205,text,,
77480,KEY_UP,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,7735.0,32848205,text,,
78000,KEY_DOWN,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,84.0,32848205,text,,
78080,KEY_UP,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,84.0,32848205,text,,
78256,KEY_DOWN,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,7780.0,32848205,text,,
78320,KEY_UP,,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,7780.0,32848205,text,,
78520,KEY_DOWN,Tab,,bcb757d9-c0df-4bd5-a76d-6808a5cbe83c,,32848205,text,,
78616,KEY_UP,Tab,,2351b62d-99a4-409d-9826-c38066cbb14e,,32848205,text,,
80520,KEY_DOWN,,,2351b62d-99a4-409d-9826-c38066cbb14e,617.0,32848205,text,,
80608,KEY_UP,,,2351b62d-99a4-409d-9826-c38066cbb14e,617.0,32848205,text,,
80704,KEY_DOWN,,,2351b62d-99a4-409d-9826-c38066cbb14e,7698.0,32848205,text,,
80784,KEY_UP,,,2351b62d-99a4-409d-9826-c38066cbb14e,7698.0,32848205,text,,
80944,KEY_DOWN,,,2351b62d-99a4-409d-9826-c38066cbb14e,121.0,32848205,text,,
81024,KEY_UP,,,2351b62d-99a4-409d-9826-c38066cbb14e,121.0,32848205,text,,
81208,KEY_DOWN,Tab,,2351b62d-99a4-409d-9826-c38066cbb14e,,32848205,text,,
81296,KEY_UP,Tab,,e3fa2834-3ff7-4c8c-b0e6-4015c15c726f,,32848205,range,,
51848,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,304.0,32848205,email,,
51928,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,304.0,32848205,email,,
51952,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
52040,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
52088,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
52160,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
52296,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,596.0,32848205,email,,
52360,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1081.0,32848205,email,,
52360,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,596.0,32848205,email,,
52480,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1013.0,32848205,email,,
52520,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1081.0,32848205,email,,
52552,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1013.0,32848205,email,,
52672,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,536.0,32848205,email,,
52744,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,536.0,32848205,email,,
52984,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,7900.0,32848205,email,,
53056,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,7900.0,32848205,email,,
53368,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,90.0,32848205,email,,
53416,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,90.0,32848205,email,,
53464,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1013.0,32848205,email,,
53536,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1013.0,32848205,email,,
53640,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
53696,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
53704,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,378.0,32848205,email,,
53776,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,378.0,32848205,email,,
53848,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,596.0,32848205,email,,
53920,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,596.0,32848205,email,,
54008,KEY_DOWN,Shift,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,,32848205,email,True,
54136,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,81.0,32848205,email,True,
54224,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,81.0,32848205,email,True,
54256,KEY_UP,Shift,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,,32848205,email,,
54520,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
54600,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
54712,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1029.0,32848205,email,,
54800,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1029.0,32848205,email,,
54864,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1081.0,32848205,email,,
54976,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1081.0,32848205,email,,
54992,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1131.0,32848205,email,,
55064,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1131.0,32848205,email,,
55184,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,438.0,32848205,email,,
55240,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,438.0,32848205,email,,
55376,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,304.0,32848205,email,,
55456,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,304.0,32848205,email,,
55464,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
55552,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,109.0,32848205,email,,
55600,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,7900.0,32848205,email,,
55680,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,7900.0,32848205,email,,
55736,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,598.0,32848205,email,,
55816,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,598.0,32848205,email,,
55848,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
55920,KEY_DOWN,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1131.0,32848205,email,,
55960,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,364.0,32848205,email,,
56040,KEY_UP,,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,1131.0,32848205,email,,
56072,KEY_DOWN,Tab,,c21e317b-e989-4acc-9e1a-23b48a6a10ac,,32848205,email,,
56152,KEY_UP,Tab,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,,
57072,KEY_DOWN,Shift,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,True,
57136,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,359.0,32848205,password,True,
57200,KEY_UP,Shift,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,,
57248,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,7906.0,32848205,password,,
57392,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1061.0,32848205,password,,
57440,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1061.0,32848205,password,,
57608,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1095.0,32848205,password,,
57672,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1095.0,32848205,password,,
57760,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1095.0,32848205,password,,
57816,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1095.0,32848205,password,,
57856,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,278.0,32848205,password,,
58000,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1132.0,32848205,password,,
58024,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,278.0,32848205,password,,
58080,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1132.0,32848205,password,,
58264,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,110.0,32848205,password,,
58384,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,100.0,32848205,password,,
58456,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,110.0,32848205,password,,
58528,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,100.0,32848205,password,,
58584,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1058.0,32848205,password,,
58712,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,1058.0,32848205,password,,
58856,KEY_DOWN,Shift,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,True,
59032,KEY_DOWN,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,85.0,32848205,password,True,
59152,KEY_UP,,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,85.0,32848205,password,True,
59184,KEY_UP,Shift,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,,
59536,KEY_DOWN,Tab,,d8896c85-ef15-4f21-8f9b-8c97fd8dd298,,32848205,password,,
59640,KEY_UP,Tab,,bc3c893f-10fd-4538-8732-c71ee470fd60,,32848205,submit,,
70336,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,110.0,32848205,text,,
70408,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,110.0,32848205,text,,
70536,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,578.0,32848205,text,,
70616,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,578.0,32848205,text,,
71160,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,668.0,32848205,text,,
71264,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,668.0,32848205,text,,
71560,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,84.0,32848205,text,,
71688,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,84.0,32848205,text,,
72088,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,110.0,32848205,text,,
72200,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,110.0,32848205,text,,
72360,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,1150.0,32848205,text,,
72448,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,1150.0,32848205,text,,
72704,KEY_DOWN,,,2333f01a-315c-4b47-9692-b23eb27a9961,526.0,32848205,text,,
72792,KEY_UP,,,2333f01a-315c-4b47-9692-b23eb27a9961,526.0,32848205,text,,
