determined_at,type,special_key,meta_key,target.target_id,masked_key,gid,target.target_type,shift_key,control_key,time_diff
39107,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,117.0,69085394,email,True,,252.0
39534,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,7758.0,69085394,email,,,427.0
39739,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,7719.0,69085394,email,,,205.0
39849,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,567.0,69085394,email,,,110.0
40002,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,209.0,69085394,email,,,153.0
40426,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,404.0,69085394,email,,,424.0
40651,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,112.0,69085394,email,,,225.0
40760,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,7758.0,69085394,email,,,109.0
41083,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,85.0,69085394,email,,,323.0
41321,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,113.0,69085394,email,,,238.0
41426,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,615.0,69085394,email,,,105.0
41558,KEY_DOWN,,,870b8145-c3a0-42d5-8c5b-7f54079db998,209.0,69085394,email,,,132.0
41821,KEY_DOWN,Tab,,870b8145-c3a0-42d5-8c5b-7f54079db998,,69085394,email,,,263.0
43116,KEY_DOWN,Shift,,ee219024-aff4-4a97-93b8-52b44c77a1e5,,69085394,password,True,,1295.0
43514,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,85.0,69085394,password,True,,398.0
44013,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,1113.0,69085394,password,,,499.0
44197,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,7683.0,69085394,password,,,184.0
44337,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,7683.0,69085394,password,,,140.0
44420,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,7793.0,69085394,password,,,83.0
44517,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,281.0,69085394,password,,,97.0
44748,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,7855.0,69085394,password,,,231.0
44793,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,73.0,69085394,password,,,45.0
44864,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,1098.0,69085394,password,,,71.0
45003,KEY_DOWN,Shift,,ee219024-aff4-4a97-93b8-52b44c77a1e5,,69085394,password,True,,139.0
45146,KEY_DOWN,,,ee219024-aff4-4a97-93b8-52b44c77a1e5,79.0,69085394,password,True,,143.0
45455,KEY_DOWN,Enter,,ee219024-aff4-4a97-93b8-52b44c77a1e5,,69085394,password,,,309.0
47431,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7748.0,69085394,email,,,1976.0
47532,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7820.0,69085394,email,,,101.0
47641,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,83.0,69085394,email,,,109.0
47769,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,1065.0,69085394,email,,,128.0
47854,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,100.0,69085394,email,,,85.0
48202,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,72.0,69085394,email,,,348.0
48946,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,116.0,69085394,email,,,744.0
49052,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,100.0,69085394,email,,,106.0
49153,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7773.0,69085394,email,,,101.0
49423,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7760.0,69085394,email,,,270.0
49537,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,100.0,69085394,email,,,114.0
49717,KEY_DOWN,Shift,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,,69085394,email,True,,180.0
49859,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,1088.0,69085394,email,True,,142.0
50372,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,1030.0,69085394,email,,,513.0
50599,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,119.0,69085394,email,,,227.0
50687,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,100.0,69085394,email,,,88.0
50861,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7921.0,69085394,email,,,174.0
51373,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7691.0,69085394,email,,,512.0
51557,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7874.0,69085394,email,,,184.0
51686,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,1030.0,69085394,email,,,129.0
51813,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,72.0,69085394,email,,,127.0
51900,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,1100.0,69085394,email,,,87.0
52029,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7820.0,69085394,email,,,129.0
52137,KEY_DOWN,,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,7921.0,69085394,email,,,108.0
52269,KEY_DOWN,Tab,,7bb94bf3-5b2b-4fc0-9f17-81e53ec13049,,69085394,email,,,132.0
53630,KEY_DOWN,Shift,,de956780-ae59-4f2e-88c2-7c35003e6d41,,69085394,password,True,,1361.0
53788,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,90.0,69085394,password,True,,158.0
54068,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,514.0,69085394,password,,,280.0
54274,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,70.0,69085394,password,,,206.0
54392,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,70.0,69085394,password,,,118.0
54504,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,117.0,69085394,password,,,112.0
54595,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,7862.0,69085394,password,,,91.0
54779,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,7787.0,69085394,password,,,184.0
54913,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,65.0,69085394,password,,,134.0
54919,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,7904.0,69085394,password,,,6.0
55167,KEY_DOWN,Shift,,de956780-ae59-4f2e-88c2-7c35003e6d41,,69085394,password,True,,248.0
55439,KEY_DOWN,,,de956780-ae59-4f2e-88c2-7c35003e6d41,575.0,69085394,password,True,,272.0
55728,KEY_DOWN,Enter,,de956780-ae59-4f2e-88c2-7c35003e6d41,,69085394,password,,,289.0
61888,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,387.0,69085394,text,,,6160.0
61888,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,111.0,69085394,text,,,0.0
62049,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1085.0,69085394,text,,,161.0
62049,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1107.0,69085394,text,,,0.0
63843,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,387.0,69085394,text,,,1794.0
63843,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,111.0,69085394,text,,,0.0
63998,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1080.0,69085394,text,,,155.0
63998,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,112.0,69085394,text,,,0.0
65869,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,82.0,69085394,text,,,1871.0
65869,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,604.0,69085394,text,,,0.0
66199,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1085.0,69085394,text,,,330.0
66199,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1107.0,69085394,text,,,0.0
68419,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,67.0,69085394,text,,,2220.0
68419,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,88.0,69085394,text,,,0.0
69096,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,82.0,69085394,text,,,677.0
69096,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,604.0,69085394,text,,,0.0
69398,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1101.0,69085394,text,,,302.0
69398,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1142.0,69085394,text,,,0.0
70839,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,67.0,69085394,text,,,1441.0
70839,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,88.0,69085394,text,,,0.0
71440,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,98.0,69085394,text,,,601.0
71440,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,99.0,69085394,text,,,0.0
73763,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,84.0,69085394,text,,,2323.0
73763,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,424.0,69085394,text,,,0.0
74866,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,82.0,69085394,text,,,1103.0
74866,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,604.0,69085394,text,,,0.0
75047,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,82.0,69085394,text,,,181.0
75047,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,604.0,69085394,text,,,0.0
75246,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1101.0,69085394,text,,,199.0
75246,KEY_DOWN,,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,1142.0,69085394,text,,,0.0
75922,KEY_DOWN,Tab,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,,69085394,text,,,676.0
75922,KEY_DOWN,Tab,,dfabe4f3-8a1e-41f6-b6a0-0713ee94a874,,69085394,text,,,0.0
76673,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,580.0,69085394,text,,,751.0
76673,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,7841.0,69085394,text,,,0.0
76979,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,509.0,69085394,text,,,306.0
76979,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,7898.0,69085394,text,,,0.0
78216,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,7682.0,69085394,text,,,1237.0
78216,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,103.0,69085394,text,,,0.0
78666,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,99.0,69085394,text,,,450.0
78666,KEY_DOWN,,,261e0ed5-1012-4823-a1c1-54f515decc9d,115.0,69085394,text,,,0.0
79974,KEY_DOWN,Tab,,261e0ed5-1012-4823-a1c1-54f515decc9d,,69085394,text,,,1308.0
79974,KEY_DOWN,Tab,,261e0ed5-1012-4823-a1c1-54f515decc9d,,69085394,text,,,0.0
80473,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,86.0,69085394,text,,,499.0
80473,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,1021.0,69085394,text,,,0.0
80679,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,660.0,69085394,text,,,206.0
80679,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,7819.0,69085394,text,,,0.0
80831,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,7899.0,69085394,text,,,152.0
80831,KEY_DOWN,,,60306bee-f1e0-4572-9bb8-5d7bf0572934,87.0,69085394,text,,,0.0
3138,KEY_DOWN,Meta,True,fdf00f79-98f2-4f61-bc3c-602d8e8291f4,,69862002,body,,,
3230,KEY_DOWN,,True,fdf00f79-98f2-4f61-bc3c-602d8e8291f4,1026.0,69862002,body,,,92.0
7271,KEY_DOWN,Shift,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,,69862002,text,True,,4041.0
7413,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,119.0,69862002,text,True,,142.0
7598,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,99.0,69862002,text,,,185.0
7689,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,118.0,69862002,text,,,91.0
8002,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,1071.0,69862002,text,,,313.0
8128,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,76.0,69862002,text,,,126.0
8306,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,76.0,69862002,text,,,178.0
8412,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,451.0,69862002,text,,,106.0
8689,KEY_DOWN,,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,1045.0,69862002,text,,,277.0
9029,KEY_DOWN,Backspace,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,,69862002,text,,,340.0
9266,KEY_DOWN,Tab,,d6e9fba2-7beb-4d5e-b4a0-19beb1bad913,,69862002,text,,,237.0
9643,KEY_DOWN,Shift,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,,69862002,text,True,,377.0
9790,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,7850.0,69862002,text,True,,147.0
9990,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,78.0,69862002,text,,,200.0
10109,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,90.0,69862002,text,,,119.0
10307,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,71.0,69862002,text,,,198.0
10393,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,487.0,69862002,text,,,86.0
10490,KEY_DOWN,,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,90.0,69862002,text,,,97.0
10723,KEY_DOWN,Tab,,d9ebd5c5-6b7f-4146-831b-5b76bed1a216,,69862002,text,,,233.0
12775,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,103.0,69862002,text,,,2052.0
12861,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1074.0,69862002,text,,,86.0
13082,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,510.0,69862002,text,,,221.0
13309,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7801.0,69862002,text,,,227.0
13871,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,562.0
14029,KEY_DOWN,Shift,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,True,,158.0
14123,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,71.0,69862002,text,True,,94.0
14293,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1120.0,69862002,text,,,170.0
14403,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,273.0,69862002,text,,,110.0
14512,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,505.0,69862002,text,,,109.0
14679,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,505.0,69862002,text,,,167.0
14764,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,110.0,69862002,text,,,85.0
14990,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,226.0
15073,KEY_DOWN,Shift,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,True,,83.0
15161,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,88.0,69862002,text,True,,88.0
15274,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,70.0,69862002,text,,,113.0
15485,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,119.0,69862002,text,,,211.0
15579,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,94.0
15791,KEY_DOWN,Shift,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,True,,212.0
15893,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,479.0,69862002,text,True,,102.0
16409,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1039.0,69862002,text,,,516.0
16530,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,70.0,69862002,text,,,121.0
16654,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,273.0,69862002,text,,,124.0
16758,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,505.0,69862002,text,,,104.0
17014,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,72.0,69862002,text,,,256.0
17373,KEY_DOWN,Backspace,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,,,359.0
17473,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,120.0,69862002,text,,,100.0
17586,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,90.0,69862002,text,,,113.0
17712,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,505.0,69862002,text,,,126.0
17837,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,110.0,69862002,text,,,125.0
18867,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,119.0,69862002,text,,,1030.0
18956,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,89.0
19061,KEY_DOWN,Shift,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,True,,105.0
19167,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,479.0,69862002,text,True,,106.0
19295,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,273.0,69862002,text,,,128.0
19424,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7770.0,69862002,text,,,129.0
19552,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,70.0,69862002,text,,,128.0
19830,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,278.0
19965,KEY_DOWN,Shift,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,True,,135.0
20050,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,115.0,69862002,text,True,,85.0
20170,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7701.0,69862002,text,,,120.0
20297,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,505.0,69862002,text,,,127.0
20517,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1013.0,69862002,text,,,220.0
20596,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7701.0,69862002,text,,,79.0
20701,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1078.0,69862002,text,,,105.0
20862,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7701.0,69862002,text,,,161.0
20977,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1039.0,69862002,text,,,115.0
21936,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,119.0,69862002,text,,,959.0
22033,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,97.0
22587,KEY_DOWN,Backspace,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,,,554.0
23105,KEY_DOWN,Backspace,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,,,518.0
23251,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7726.0,69862002,text,,,146.0
25034,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1023.0,69862002,text,,,1783.0
26307,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,332.0,69862002,text,,,1273.0
27634,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,7828.0,69862002,text,,,1327.0
27742,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,332.0,69862002,text,,,108.0
27896,KEY_DOWN,,,891a2a14-fc32-433e-b154-0d719c789b8d,1130.0,69862002,text,,,154.0
28420,KEY_DOWN,Tab,,891a2a14-fc32-433e-b154-0d719c789b8d,,69862002,text,,,524.0
29519,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7808.0,69862002,email,,,1099.0
29739,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7920.0,69862002,email,,,220.0
30088,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,98.0,69862002,email,,,349.0
30351,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,86.0,69862002,email,,,263.0
30447,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7808.0,69862002,email,,,96.0
30619,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7808.0,69862002,email,,,172.0
30737,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,105.0,69862002,email,,,118.0
31016,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,486.0,69862002,email,,,279.0
31488,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,98.0,69862002,email,,,472.0
31610,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,79.0,69862002,email,,,122.0
31698,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,222.0,69862002,email,,,88.0
31874,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,88.0,69862002,email,,,176.0
32259,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,105.0,69862002,email,,,385.0
32322,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,222.0,69862002,email,,,63.0
32545,KEY_DOWN,Shift,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,,69862002,email,True,,223.0
32630,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7890.0,69862002,email,True,,85.0
32996,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,105.0,69862002,email,,,366.0
33190,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,117.0,69862002,email,,,194.0
33271,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,79.0,69862002,email,,,81.0
33421,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7914.0,69862002,email,,,150.0
33502,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,478.0,69862002,email,,,81.0
33718,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7808.0,69862002,email,,,216.0
33791,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,105.0,69862002,email,,,73.0
33937,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,486.0,69862002,email,,,146.0
34072,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,98.0,69862002,email,,,135.0
34159,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,119.0,69862002,email,,,87.0
34229,KEY_DOWN,,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,7914.0,69862002,email,,,70.0
34541,KEY_DOWN,Tab,,a79828fc-9ff4-4ea7-9bd0-12f29865b1ab,,69862002,email,,,312.0
35083,KEY_DOWN,Shift,,03cae858-3238-4a71-b840-7c62e1cc33cf,,69862002,password,True,,542.0
35185,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,73.0,69862002,password,True,,102.0
35309,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,103.0,69862002,password,,,124.0
35510,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,89.0,69862002,password,,,201.0
35650,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,89.0,69862002,password,,,140.0
35753,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,212.0,69862002,password,,,103.0
35859,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,1026.0,69862002,password,,,106.0
36141,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,100.0,69862002,password,,,282.0
36230,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,76.0,69862002,password,,,89.0
36336,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,87.0,69862002,password,,,106.0
36556,KEY_DOWN,Shift,,03cae858-3238-4a71-b840-7c62e1cc33cf,,69862002,password,True,,220.0
36640,KEY_DOWN,,,03cae858-3238-4a71-b840-7c62e1cc33cf,75.0,69862002,password,True,,84.0
37149,KEY_DOWN,Enter,,03cae858-3238-4a71-b840-7c62e1cc33cf,,69862002,password,,,509.0
38055,KEY_DOWN,Tab,,fdf00f79-98f2-4f61-bc3c-602d8e8291f4,,69862002,body,,,906.0
38923,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,209.0,69862002,email,,,868.0
39064,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,1015.0,69862002,email,,,141.0
39203,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,7922.0,69862002,email,,,139.0
39559,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,1143.0,69862002,email,,,356.0
39675,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,209.0,69862002,email,,,116.0
39871,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,209.0,69862002,email,,,196.0
39978,KEY_DOWN,,,610bd134-58d4-4d5d-a426-3dc625360214,7771.0,69862002,email,,,107.0
