determined_at,type,special_key,meta_key,target.target_id,masked_key,gid,target.target_type,shift_key,control_key,time_diff
4332,KEY_DOWN,Meta,True,bb700ce2-45f8-466b-963b-922d038400fd,,06136989,body,,,
4420,KEY_DOWN,,True,bb700ce2-45f8-466b-963b-922d038400fd,468.0,06136989,body,,,88.0
7313,KEY_DOWN,Shift,,165da841-1406-47b3-a22e-74ec2a59ef70,,06136989,text,True,,2893.0
7450,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,76.0,06136989,text,True,,137.0
8226,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,82.0,06136989,text,,,776.0
8316,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,87.0,06136989,text,,,90.0
8415,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,297.0,06136989,text,,,99.0
8663,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,1060.0,06136989,text,,,248.0
8775,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,87.0,06136989,text,,,112.0
8896,KEY_DOWN,,,165da841-1406-47b3-a22e-74ec2a59ef70,1015.0,06136989,text,,,121.0
9038,KEY_DOWN,Tab,,165da841-1406-47b3-a22e-74ec2a59ef70,,06136989,text,,,142.0
9240,KEY_DOWN,Shift,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,,06136989,text,True,,202.0
9376,KEY_DOWN,,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,7793.0,06136989,text,True,,136.0
9546,KEY_DOWN,,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,7833.0,06136989,text,,,170.0
9764,KEY_DOWN,,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,79.0,06136989,text,,,218.0
9879,KEY_DOWN,,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,1142.0,06136989,text,,,115.0
10008,KEY_DOWN,,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,520.0,06136989,text,,,129.0
10169,KEY_DOWN,Tab,,4067d7d8-7fb9-4fc9-897e-2191f7afb80a,,06136989,text,,,161.0
11345,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,80.0,06136989,text,,,1176.0
11460,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,78.0,06136989,text,,,115.0
11657,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,71.0,06136989,text,,,197.0
12525,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,515.0,06136989,text,,,868.0
12734,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,209.0
12845,KEY_DOWN,Shift,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,True,,111.0
12966,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,99.0,06136989,text,True,,121.0
13201,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,470.0,06136989,text,,,235.0
13307,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1037.0,06136989,text,,,106.0
13534,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,633.0,06136989,text,,,227.0
13660,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1037.0,06136989,text,,,126.0
13779,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,72.0,06136989,text,,,119.0
13909,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1021.0,06136989,text,,,130.0
14062,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,153.0
14139,KEY_DOWN,Shift,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,True,,77.0
14181,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,203.0,06136989,text,True,,42.0
14397,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,73.0,06136989,text,,,216.0
14488,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1037.0,06136989,text,,,91.0
14643,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1037.0,06136989,text,,,155.0
14719,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,65.0,06136989,text,,,76.0
14864,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,145.0
14959,KEY_DOWN,Shift,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,True,,95.0
15033,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,361.0,06136989,text,True,,74.0
15167,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,83.0,06136989,text,,,134.0
15822,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,106.0,06136989,text,,,655.0
16423,KEY_DOWN,Backspace,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,,,601.0
16521,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,633.0,06136989,text,,,98.0
16740,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,106.0,06136989,text,,,219.0
17054,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,7718.0,06136989,text,,,314.0
17188,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,134.0
17284,KEY_DOWN,Shift,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,True,,96.0
17554,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,360.0,06136989,text,True,,270.0
17713,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1118.0,06136989,text,,,159.0
17849,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,438.0,06136989,text,,,136.0
18090,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,470.0,06136989,text,,,241.0
18335,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,85.0,06136989,text,,,245.0
18483,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,73.0,06136989,text,,,148.0
18767,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,633.0,06136989,text,,,284.0
18876,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1118.0,06136989,text,,,109.0
19158,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,83.0,06136989,text,,,282.0
19322,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,83.0,06136989,text,,,164.0
19434,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1037.0,06136989,text,,,112.0
19652,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,7718.0,06136989,text,,,218.0
19770,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,118.0
19850,KEY_DOWN,Shift,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,True,,80.0
20016,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,7754.0,06136989,text,True,,166.0
20597,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,470.0,06136989,text,,,581.0
20658,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1052.0,06136989,text,,,61.0
20863,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,7753.0,06136989,text,,,205.0
21066,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,203.0
21710,KEY_DOWN,Backspace,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,,,644.0
21899,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,7718.0,06136989,text,,,189.0
22016,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1100.0,06136989,text,,,117.0
22890,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,76.0,06136989,text,,,874.0
23267,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,389.0,06136989,text,,,377.0
23563,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,76.0,06136989,text,,,296.0
23727,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,76.0,06136989,text,,,164.0
23842,KEY_DOWN,,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,1039.0,06136989,text,,,115.0
24041,KEY_DOWN,Tab,,35e5cf49-0fa3-4e1a-9916-65c9e30a42fa,,06136989,text,,,199.0
25765,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,113.0,06136989,email,,,1724.0
25959,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,87.0,06136989,email,,,194.0
26066,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,107.0
26254,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,66.0,06136989,email,,,188.0
26847,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,595.0,06136989,email,,,593.0
26992,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,145.0
27129,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,425.0,06136989,email,,,137.0
27816,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7733.0,06136989,email,,,687.0
28207,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7918.0,06136989,email,,,391.0
28319,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,81.0,06136989,email,,,112.0
28489,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,425.0,06136989,email,,,170.0
28669,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,193.0,06136989,email,,,180.0
28756,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,595.0,06136989,email,,,87.0
28931,KEY_DOWN,Shift,,09afea9d-084d-4a0b-8c26-4388a642d4fa,,06136989,email,True,,175.0
29046,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,97.0,06136989,email,True,,115.0
29334,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,288.0
29520,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,192.0,06136989,email,,,186.0
29575,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,109.0,06136989,email,,,55.0
29644,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7929.0,06136989,email,,,69.0
29827,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,66.0,06136989,email,,,183.0
29919,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7918.0,06136989,email,,,92.0
30056,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,121.0,06136989,email,,,137.0
30160,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7733.0,06136989,email,,,104.0
30258,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,193.0,06136989,email,,,98.0
30368,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,120.0,06136989,email,,,110.0
30414,KEY_DOWN,,,09afea9d-084d-4a0b-8c26-4388a642d4fa,7929.0,06136989,email,,,46.0
30564,KEY_DOWN,Tab,,09afea9d-084d-4a0b-8c26-4388a642d4fa,,06136989,email,,,150.0
30847,KEY_DOWN,Shift,,521810f6-9c0c-4099-a424-98b1f50da940,,06136989,password,True,,283.0
30968,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,114.0,06136989,password,True,,121.0
31120,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,288.0,06136989,password,,,152.0
31372,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,116.0,06136989,password,,,252.0
31520,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,116.0,06136989,password,,,148.0
31630,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,1008.0,06136989,password,,,110.0
31686,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,7756.0,06136989,password,,,56.0
32003,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,78.0,06136989,password,,,317.0
32060,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,115.0,06136989,password,,,57.0
32106,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,7798.0,06136989,password,,,46.0
32319,KEY_DOWN,Shift,,521810f6-9c0c-4099-a424-98b1f50da940,,06136989,password,True,,213.0
32434,KEY_DOWN,,,521810f6-9c0c-4099-a424-98b1f50da940,639.0,06136989,password,True,,115.0
36493,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,219.0,06136989,email,,,4059.0
36753,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,216.0,06136989,email,,,260.0
36860,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,119.0,06136989,email,,,107.0
37032,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,83.0,06136989,email,,,172.0
37444,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,1020.0,06136989,email,,,412.0
37605,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,119.0,06136989,email,,,161.0
37758,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,120.0,06136989,email,,,153.0
38085,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,86.0,06136989,email,,,327.0
38459,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,1060.0,06136989,email,,,374.0
38588,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,214.0,06136989,email,,,129.0
38741,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,120.0,06136989,email,,,153.0
38856,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,7900.0,06136989,email,,,115.0
38951,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,1020.0,06136989,email,,,95.0
39085,KEY_DOWN,Shift,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,,06136989,email,True,,134.0
39134,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,1123.0,06136989,email,True,,49.0
39390,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,119.0,06136989,email,,,256.0
39559,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,71.0,06136989,email,,,169.0
39614,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,78.0,06136989,email,,,55.0
39683,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,69.0,06136989,email,,,69.0
39849,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,83.0,06136989,email,,,166.0
39893,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,1060.0,06136989,email,,,44.0
40045,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,119.0,06136989,email,,,152.0
40148,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,86.0,06136989,email,,,103.0
40427,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,7900.0,06136989,email,,,279.0
40536,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,7821.0,06136989,email,,,109.0
40599,KEY_DOWN,,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,69.0,06136989,email,,,63.0
40978,KEY_DOWN,Tab,,8203eb48-5135-4aa3-bc4b-c3ee94da663f,,06136989,email,,,379.0
41212,KEY_DOWN,Shift,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,,06136989,password,True,,234.0
41252,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,7928.0,06136989,password,True,,40.0
41371,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,1148.0,06136989,password,,,119.0
41590,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,88.0,06136989,password,,,219.0
41737,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,88.0,06136989,password,,,147.0
42468,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,1029.0,06136989,password,,,731.0
42542,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,86.0,06136989,password,,,74.0
42760,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,90.0,06136989,password,,,218.0
42834,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,1014.0,06136989,password,,,74.0
42883,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,277.0,06136989,password,,,49.0
43096,KEY_DOWN,Shift,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,,06136989,password,True,,213.0
43194,KEY_DOWN,,,f5553f9a-8c04-4c5e-91d1-3d806cdcbfe9,7691.0,06136989,password,True,,98.0
47755,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,1142.0,06136989,text,,,4561.0
47755,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,494.0,06136989,text,,,0.0
48198,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,111.0,06136989,text,,,443.0
48198,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,7691.0,06136989,text,,,0.0
48558,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,98.0,06136989,text,,,360.0
48558,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,69.0,06136989,text,,,0.0
49098,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,98.0,06136989,text,,,540.0
49098,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,69.0,06136989,text,,,0.0
49409,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,111.0,06136989,text,,,311.0
49409,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,7691.0,06136989,text,,,0.0
49704,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,98.0,06136989,text,,,295.0
49704,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,69.0,06136989,text,,,0.0
50064,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,1142.0,06136989,text,,,360.0
50064,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,494.0,06136989,text,,,0.0
50359,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,273.0,06136989,text,,,295.0
50359,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,100.0,06136989,text,,,0.0
50834,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,597.0,06136989,text,,,475.0
50834,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,65.0,06136989,text,,,0.0
52423,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,98.0,06136989,text,,,1589.0
52423,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,69.0,06136989,text,,,0.0
53914,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,115.0,06136989,text,,,1491.0
53914,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,109.0,06136989,text,,,0.0
54356,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,98.0,06136989,text,,,442.0
54356,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,69.0,06136989,text,,,0.0
54684,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,637.0,06136989,text,,,328.0
54684,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,85.0,06136989,text,,,0.0
55176,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,111.0,06136989,text,,,492.0
55176,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,7691.0,06136989,text,,,0.0
56126,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,85.0,06136989,text,,,950.0
56126,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,72.0,06136989,text,,,0.0
56503,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,71.0,06136989,text,,,377.0
56503,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,7795.0,06136989,text,,,0.0
56847,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,111.0,06136989,text,,,344.0
56847,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,7691.0,06136989,text,,,0.0
57338,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,115.0,06136989,text,,,491.0
57338,KEY_DOWN,,,3b9799c1-4d48-4f44-bff4-38447ffc606a,109.0,06136989,text,,,0.0
57767,KEY_DOWN,Tab,,3b9799c1-4d48-4f44-bff4-38447ffc606a,,06136989,text,,,429.0
57767,KEY_DOWN,Tab,,3b9799c1-4d48-4f44-bff4-38447ffc606a,,06136989,text,,,0.0
59879,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,82.0,06136989,text,,,2112.0
59879,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,7769.0,06136989,text,,,0.0
60289,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,1100.0,06136989,text,,,410.0
60289,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,240.0,06136989,text,,,0.0
60363,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,1027.0,06136989,text,,,74.0
60363,KEY_DOWN,,,450ee811-71d4-4b18-9056-0b19f43cd864,70.0,06136989,text,,,0.0
60701,KEY_DOWN,Tab,,450ee811-71d4-4b18-9056-0b19f43cd864,,06136989,text,,,338.0
60701,KEY_DOWN,Tab,,450ee811-71d4-4b18-9056-0b19f43cd864,,06136989,text,,,0.0
62271,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,77.0,06136989,text,,,1570.0
62271,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,74.0,06136989,text,,,0.0
62485,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,69.0,06136989,text,,,214.0
62485,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,82.0,06136989,text,,,0.0
62616,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,300.0,06136989,text,,,131.0
62616,KEY_DOWN,,,8085d1aa-7ad3-4915-b615-30e2288bead4,7843.0,06136989,text,,,0.0
7315,KEY_DOWN,Meta,True,1bd3d725-a372-4527-918a-9671226867ca,,06455365,body,,,
7427,KEY_DOWN,,True,1bd3d725-a372-4527-918a-9671226867ca,90.0,06455365,body,,,112.0
15854,KEY_DOWN,Shift,,9f068f46-4f1c-4680-a232-b81451c6fcb3,,06455365,text,True,,8427.0
16095,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,110.0,06455365,text,True,,241.0
16180,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,1142.0,06455365,text,,,85.0
16248,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,103.0,06455365,text,,,68.0
16325,KEY_DOWN,,,9f068f46-4f1c-4680-a232-b81451c6fcb3,73.0,06455365,text,,,77.0
16485,KEY_DOWN,Tab,,9f068f46-4f1c-4680-a232-b81451c6fcb3,,06455365,text,,,160.0
16677,KEY_DOWN,Shift,,f8348c18-d515-4758-9814-73c7ecfda6c7,,06455365,text,True,,192.0
16744,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,7785.0,06455365,text,True,,67.0
16924,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,80.0,06455365,text,,,180.0
16992,KEY_DOWN,,,f8348c18-d515-4758-9814-73c7ecfda6c7,70.0,06455365,text,,,68.0
17102,KEY_DOWN,Tab,,f8348c18-d515-4758-9814-73c7ecfda6c7,,06455365,text,,,110.0
17711,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7889.0,06455365,text,,,609.0
17834,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,67.0,06455365,text,,,123.0
17961,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7795.0,06455365,text,,,127.0
18116,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,155.0
18196,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,80.0
18286,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7762.0,06455365,text,True,,90.0
18488,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7747.0,06455365,text,,,202.0
18679,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7897.0,06455365,text,,,191.0
19375,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7897.0,06455365,text,,,696.0
19499,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,124.0
19532,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,33.0
19589,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,537.0,06455365,text,True,,57.0
19714,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,120.0,06455365,text,,,125.0
19836,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7895.0,06455365,text,,,122.0
19949,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7895.0,06455365,text,,,113.0
20084,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,69.0,06455365,text,,,135.0
20276,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,78.0,06455365,text,,,192.0
20365,KEY_DOWN,Shift,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,,06455365,text,True,,89.0
20478,KEY_DOWN,,,b42df3dd-b9e4-4f09-870d-8fe3152d2972,7718.0,06455365,text,True,,113.0
